,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
4357,Adam Lane,5791560241165112,"Gg. Moch. Ramdan No. 6
Salatiga, SN 42507",+62-081-181-2177,UD Colon Vincent Tbk,laki-laki,S2,Full-time,3,19000000.0,2023-03-16,14875000.0,25000000,19000000,59,6,Tidak tertagih,197,2,10000000,29750000.0,4500000,20000000,21000000,4000000,14500000,23500000,21000000,8000000,11500000,19500000,6000000,25000000,0,0,12,0,1,3,0,0,0,17,24,2,0,0,0,0,0,0,0,0,0,1,2,0,DPK,42507,14,15,"Sulawesi Utara, 28-02-1984",39,Pengusaha,Cerai hidup
4358,Nichole Young,7624972715218313,"Gg. Sukajadi No. 3
Bengkulu, Kalimantan Tengah 75864",+62-01-059-7669,PD Rogers Johnson (Persero) Tbk,perempuan,D3,Retired,4,10500000.0,2023-03-30,13375000.0,18500000,12150000,17,1,Tidak tertagih,255,1,3000000,13375000.0,11000000,15000000,13500000,10000000,12500000,18000000,17500000,13500000,13500000,11000000,14500000,10500000,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,DPK,75864,7,9,"Kepulauan Riau, 29-12-1977",46,Pegawai Negeri,Belum menikah
4359,Amber Mccormick,5949490724602632,"Jl. Jend. Sudirman No. 0
Padang, Sulawesi Utara 89336",+62 (0742) 294 5621,CV Page (Persero) Tbk,perempuan,S1,Retired,4,23000000.0,2023-08-09,15541666.666666666,5000000,4100000,140,9,Tidak tertagih,244,2,10500000,31083333.33333333,25000000,20500000,26500000,9000000,6500000,9500000,3000000,17500000,16000000,12500000,12000000,28500000,11,2,18,25,13,20,23,0,15,13,0,0,0,0,1,2,0,1,2,0,1,0,0,0,Diragukan,89336,18,17,"Sumatera Utara, 29-05-1963",60,Pegawai Swasta,Menikah
4360,Jonathan Tapia,6146139945599587,"Gang Kiaracondong No. 31
Surabaya, Kalimantan Selatan 89633",+62-0976-019-8775,PT Simpson Rodgers,laki-laki,S1,Retired,3,13000000.0,2023-07-17,15041666.666666666,7000000,6200000,68,6,Tidak tertagih,469,1,5500000,15041666.666666666,15000000,16000000,17500000,12000000,17000000,17500000,15000000,19000000,13000000,12500000,14500000,11500000,10,0,0,0,0,11,3,0,5,18,0,21,0,0,0,0,0,0,0,0,0,1,0,1,DPK,89633,1,6,"Sulawesi Tenggara, 26-11-1968",55,Profesional,Cerai hidup
4361,Michele Harris,2887875107424596,"Jl. M.H Thamrin No. 2
Bekasi, SU 30371",+62 (0148) 689 8897,PT Fleming Hansen,laki-laki,S1,Full-time,4,19000000.0,2023-04-26,18208333.33333333,12000000,7500000,125,7,Tidak tertagih,123,2,7000000,36416666.66666666,26000000,28500000,23000000,18500000,6000000,22500000,8000000,12500000,27000000,28000000,12500000,6000000,0,0,10,14,0,15,0,10,27,0,19,30,0,0,0,0,0,1,0,0,1,0,1,2,Diragukan,30371,16,14,"Sumatera Barat, 17-04-1962",61,Buruh,Belum menikah
4362,Matthew Roberts,6482127668279677,"Gang Cihampelas No. 14
Cilegon, Kepulauan Riau 63943",+62 (0008) 521-8048,CV Tran Tbk,perempuan,S2,Contract,2,21000000.0,2023-07-15,16958333.333333332,7000000,5100000,117,8,Tidak tertagih,217,1,6500000,16958333.333333332,15000000,14500000,9000000,8000000,18500000,16000000,18500000,25000000,19000000,20500000,18000000,21500000,0,7,28,9,6,15,0,0,13,28,11,0,0,0,1,0,0,1,0,0,0,1,0,0,Kurang lancar,63943,1,3,"Kalimantan Utara, 30-11-1960",63,Pegawai Negeri,Belum menikah
4363,Guy Hernandez,8556668674239855,"Gang Gegerkalong Hilir No. 07
Ambon, LA 55435",+62 (0858) 226 5986,PT Johnson Moore,laki-laki,S1,Retired,4,18000000.0,2023-01-31,17291666.666666668,17500000,11850000,123,6,Tidak tertagih,294,2,6500000,34583333.333333336,23500000,15500000,7500000,20000000,26500000,23000000,5500000,28500000,11500000,7500000,22000000,16500000,26,0,13,25,0,17,23,0,0,0,0,19,1,0,0,1,0,1,2,0,0,0,0,1,Diragukan,55435,1,15,"DKI Jakarta, 04-03-1996",27,Pegawai Negeri,Belum menikah
4364,Robert Hammond,2029393116406202,"Jalan W.R. Supratman No. 647
Manado, KT 36164",+62 (088) 884 7884,PT Mckee Tbk,perempuan,D1,Contract,4,10500000.0,2023-04-25,15166666.666666666,12500000,11550000,98,6,Tidak tertagih,384,2,14500000,30333333.33333333,18500000,13500000,19500000,15000000,11500000,11500000,16000000,13500000,12000000,16500000,16000000,18500000,15,0,10,0,0,0,0,2,25,0,18,28,1,0,0,0,0,0,0,0,1,0,1,2,Kurang lancar,36164,9,14,"Kepulauan Riau, 10-02-1970",53,Pegawai Swasta,Cerai mati
4365,Patrick Williams,1225657802572518,"Gg. Dipatiukur No. 7
Pontianak, PA 10491",+62 (564) 784-0675,PT Mendoza,perempuan,S1,Retired,3,13000000.0,2023-04-04,14708333.333333334,4000000,2300000,33,2,Tidak tertagih,331,1,9000000,14708333.333333334,16500000,17500000,14500000,12500000,15000000,17500000,15000000,10500000,12000000,16000000,18500000,11000000,0,0,18,0,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DPK,10491,18,3,"Maluku, 24-05-1980",43,Profesional,Cerai mati
4366,Michael Wallace,1650881237892468,"Gg. Gardujati No. 719
Bau-Bau, RI 47547",+62 (762) 806 0450,PD Willis,perempuan,S2,Retired,4,15000000.0,2023-08-31,13375000.0,24500000,14350000,109,8,Tidak tertagih,100,1,9500000,13375000.0,25000000,10000000,3500000,13000000,8500000,7000000,3500000,14000000,10500000,25000000,26000000,14500000,0,3,25,0,30,13,0,6,11,11,10,0,0,0,1,0,1,0,0,0,0,0,0,0,Kurang lancar,47547,9,1,"Sumatera Barat, 20-08-1964",59,Pegawai Swasta,Cerai hidup
4367,Jordan Garrett,2435867941731949,"Jalan Rumah Sakit No. 46
Tidore Kepulauan, Papua 97499",+62 (681) 356 2352,CV Clark Wang,laki-laki,S2,Contract,2,26000000.0,2023-03-07,34750000.0,32500000,29150000,39,4,Tertagih,481,1,9000000,34750000.0,35000000,34500000,31000000,36500000,33000000,39500000,30500000,35500000,31500000,32000000,39000000,39000000,0,0,0,0,6,0,18,0,0,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,DPK,97499,9,13,"Kalimantan Tengah, 21-11-1971",52,Pegawai Swasta,Cerai hidup
4368,Elizabeth Hester,7851017157960688,"Gang Dipatiukur No. 01
Bogor, NT 48118",+62 (063) 579 4007,PD White Peters Tbk,laki-laki,S2,Retired,4,20000000.0,2023-07-16,13541666.666666666,25500000,24350000,79,5,Tidak tertagih,114,2,12500000,27083333.33333333,12000000,8000000,3000000,12000000,10000000,13000000,8500000,29000000,7000000,25500000,21500000,13000000,0,19,3,0,25,26,6,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,DPK,48118,11,8,"Jawa Barat, 18-04-1978",45,Pegawai Negeri,Menikah
4369,Billy Wallace,9964112330322195,"Jalan Peta No. 940
Dumai, Kalimantan Tengah 45205",+62 (0424) 717-3170,CV Cabrera,laki-laki,D2,Retired,4,10500000.0,2023-06-05,15791666.666666666,10500000,8950000,85,5,Tertagih,310,1,5000000,15791666.666666666,10000000,15500000,17500000,16000000,19500000,12500000,17500000,17500000,16000000,15500000,17000000,15000000,10,17,7,0,0,21,0,30,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,DPK,45205,10,6,"Maluku, 21-04-1994",29,Pegawai Swasta,Menikah
4370,Thomas Terry,7335539603813078,"Jl. Sukajadi No. 4
Pariaman, NB 18070",+62 (007) 033-2129,PT Tucker (Persero) Tbk,laki-laki,D1,Full-time,3,22500000.0,2023-01-18,14250000.0,19500000,15250000,38,2,Tertagih,629,1,5000000,14250000.0,21500000,7000000,4000000,10500000,8500000,4000000,25000000,18000000,13000000,12500000,21000000,26000000,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,18070,10,18,"Sulawesi Utara, 05-03-1975",48,Profesional,Cerai mati
4371,William Johnson,3330141581140936,"Gg. Waringin No. 2
Bukittinggi, Sumatera Selatan 05586",+62 (635) 242 6423,UD Cobb Marshall,laki-laki,D1,Retired,3,10500000.0,2023-09-10,14791666.666666666,5000000,3900000,21,1,Tertagih,389,1,8500000,14791666.666666666,10000000,17000000,15500000,16000000,15500000,13000000,19000000,12500000,17000000,19000000,12500000,10500000,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,05586,17,16,"Sulawesi Tenggara, 19-01-1969",54,Pengusaha,Menikah
4372,Amy Mueller,7562030283218611,"Gg. Pelajar Pejuang No. 52
Solok, GO 26314",+62 (0248) 404 7034,CV Rodriguez,laki-laki,S2,Contract,4,19000000.0,2023-04-25,18625000.0,27500000,17950000,148,10,Tidak tertagih,209,3,7000000,55875000.0,4000000,29500000,26000000,22500000,4000000,13500000,22500000,12500000,29000000,22500000,10000000,27500000,22,4,26,25,22,13,0,6,3,15,12,0,1,0,1,2,3,0,0,0,0,1,0,0,Diragukan,26314,16,18,"DI Yogyakarta, 02-01-1994",29,Buruh,Cerai hidup
4373,Christine Campbell,3093066376210238,"Gg. Sentot Alibasa No. 150
Pasuruan, Kalimantan Utara 43142",+62-02-199-7109,UD Galvan Lucas,perempuan,D2,Retired,5,10500000.0,2023-03-04,14541666.666666666,12000000,9300000,93,5,Tidak tertagih,312,1,4000000,14541666.666666666,13500000,13500000,13500000,10000000,17500000,15000000,19000000,12000000,13000000,12500000,18000000,17000000,24,0,0,24,0,0,0,0,24,0,18,3,1,0,0,1,0,0,0,0,1,0,1,0,Kurang lancar,43142,20,6,"Jawa Timur, 15-04-1994",29,Pengusaha,Cerai mati
4374,David Hicks,5252461089928880,"Jalan Rungkut Industri No. 382
Binjai, MU 90558",+62-0864-290-2894,CV Gates (Persero) Tbk,laki-laki,SMA,Part-time,0,10700000.0,2023-03-31,16000000.0,8000000,4000000,97,4,Tertagih,254,3,16500000,48000000.0,18500000,18500000,15500000,18500000,10500000,17000000,14000000,11500000,19000000,19500000,18000000,11500000,18,22,29,0,0,28,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,Kurang lancar,90558,2,15,"Maluku, 21-01-1992",31,Pengusaha,Cerai hidup
4375,Mary Haas,1284077180784603,"Jalan Jend. Sudirman No. 96
Pagaralam, Kalimantan Utara 97351",+62-0990-786-7340,Perum Davis Tbk,laki-laki,D1,Retired,4,10500000.0,2023-07-01,13291666.666666666,10000000,6300000,17,2,Tertagih,312,0,5500000,0.0,12500000,16000000,14500000,17500000,10000000,14500000,10500000,10500000,11000000,18500000,10000000,14000000,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,97351,18,2,"Lampung, 20-08-1975",48,Pegawai Negeri,Menikah
4376,Kimberly Conway,2801867373142242,"Jl. Kapten Muslihat No. 2
Depok, NB 54585",+62-27-344-9153,Perum Jones (Persero) Tbk,laki-laki,D2,Retired,5,15500000.0,2023-01-28,18833333.33333333,26500000,18350000,62,5,Tidak tertagih,125,1,5500000,18833333.33333333,4500000,26500000,6000000,28000000,15500000,26500000,13500000,16000000,21500000,14000000,25000000,29000000,0,0,0,3,17,13,0,4,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,1,DPK,54585,20,19,"Bengkulu, 02-07-1965",58,Profesional,Cerai hidup
4377,Daniel Carr,3231960448727020,"Jalan Siliwangi No. 3
Kendari, Banten 60362",+62 (064) 859 2173,CV Lynn,perempuan,D3,Retired,4,10500000.0,2023-05-10,15750000.0,8000000,7900000,84,5,Tertagih,377,1,13000000,15750000.0,19500000,15500000,18000000,16000000,13500000,16500000,14000000,14500000,10000000,16500000,16000000,19000000,18,0,0,23,0,0,0,0,0,22,11,10,1,0,0,1,0,0,0,0,0,1,0,0,DPK,60362,11,20,"Kepulauan Riau, 04-02-1970",53,Pegawai Negeri,Menikah
4378,Shelby Murphy,3943354174506654,"Jalan Soekarno Hatta No. 51
Tidore Kepulauan, BB 80665",+62 (0032) 635-2092,PD Hall Gonzalez (Persero) Tbk,perempuan,D1,Retired,3,10500000.0,2023-04-22,14208333.333333334,11500000,10850000,2,1,Tidak tertagih,311,0,11500000,0.0,15000000,10500000,12500000,10000000,17500000,14000000,11000000,16500000,16000000,10500000,19000000,18000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,80665,20,16,"Jambi, 28-07-1999",24,Pengusaha,Cerai hidup
4379,Robert Downs,5536878636118516,"Jalan Joyoboyo No. 8
Tebingtinggi, Sulawesi Tengah 89755",+62 (78) 851 7437,UD King,perempuan,SMP,Not-employed,6,2600000.0,2023-05-29,3458333.333333333,31500000,29550000,100,8,Tidak tertagih,55,1,8500000,3458333.333333333,2000000,7500000,1000000,2500000,3000000,3500000,500000,7500000,3500000,500000,7500000,2500000,1,1,0,6,30,5,22,0,13,0,0,22,0,0,0,0,1,0,1,0,0,0,0,1,Kurang lancar,89755,7,7,"DKI Jakarta, 02-11-1988",35,Pegawai Swasta,Belum menikah
4380,Nancy Tanner,9683709445976017,"Jalan Ahmad Yani No. 46
Sorong, Sulawesi Barat 90599",+62 (028) 468 8934,PT Melendez Hawkins,perempuan,D3,Retired,4,10500000.0,2023-04-20,14875000.0,9000000,4900000,27,1,Tidak tertagih,250,1,6000000,14875000.0,11500000,17500000,17000000,14500000,12500000,16500000,14000000,11000000,16500000,13000000,17000000,17500000,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,90599,16,17,"Nusa Tenggara Barat, 10-03-1974",49,Pegawai Swasta,Menikah
4381,Michael Shaw,3369682260882715,"Gang Sentot Alibasa No. 51
Sawahlunto, JB 35675",+62 (004) 234-8981,PT Hernandez Jones Tbk,perempuan,D1,Contract,4,16500000.0,2023-03-11,13041666.666666666,23000000,19300000,113,8,Tidak tertagih,224,1,5500000,13041666.666666666,8000000,8500000,4500000,10500000,8500000,11500000,19000000,19500000,24000000,21500000,13500000,7500000,15,2,0,9,0,28,12,25,0,4,0,18,1,0,0,0,0,1,0,1,0,0,0,1,Kurang lancar,35675,7,6,"DI Yogyakarta, 06-05-1961",62,Pegawai Negeri,Cerai mati
4382,Courtney Davis,1549446622106119,"Gg. Jayawijaya No. 468
Pekalongan, Aceh 51559",+62 (32) 527 8251,PT Thomas Flynn,laki-laki,S1,Retired,4,13000000.0,2023-02-20,15625000.0,10500000,10050000,0,0,Tertagih,489,0,12500000,0.0,16000000,18000000,13000000,15500000,19000000,18000000,10000000,14000000,15000000,18500000,18000000,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,51559,7,17,"Banten, 26-09-1999",24,Pegawai Negeri,Belum menikah
4383,Zachary Cooper,7676940650674442,"Jalan Merdeka No. 0
Langsa, PA 63366",+62 (754) 447-8959,PD Anderson,perempuan,D1,Retired,5,10500000.0,2023-02-26,13416666.666666666,10500000,8250000,46,2,Tertagih,329,1,6500000,13416666.666666666,12500000,13500000,13000000,10000000,18000000,14500000,12500000,11500000,14500000,13000000,13000000,15000000,0,0,0,16,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,DPK,63366,19,1,"Riau, 28-10-1964",59,Pegawai Swasta,Cerai mati
4384,Chelsea Oconnell,9719144559320737,"Gg. Dipatiukur No. 385
Parepare, DI Yogyakarta 07876",+62 (034) 803 5275,UD Brown (Persero) Tbk,perempuan,D1,Retired,5,10500000.0,2023-06-25,14958333.333333334,7000000,6200000,51,3,Tidak tertagih,232,1,14500000,14958333.333333334,13500000,15000000,15000000,12000000,10000000,13000000,10500000,19500000,16000000,16000000,19500000,19500000,0,0,0,0,0,0,19,14,0,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DPK,07876,10,14,"Sumatera Barat, 28-09-1980",43,Profesional,Belum menikah
4385,Julie Landry,6933370771646715,"Gang Rajawali Timur No. 23
Sibolga, SG 16430",+62 (93) 795 4019,PD Smith Hart,perempuan,S1,Retired,3,24000000.0,2023-09-21,15875000.0,20000000,14400000,90,6,Tidak tertagih,292,1,9000000,15875000.0,28000000,13500000,12500000,17500000,2500000,14000000,7000000,20500000,2500000,25000000,22000000,25500000,0,1,25,0,27,13,0,0,0,0,5,19,0,0,1,0,1,0,0,0,0,0,0,1,DPK,16430,14,8,"Kalimantan Barat, 19-08-1987",36,Buruh,Cerai mati
4386,Stephanie Rose,2557997206384855,"Gang HOS. Cokroaminoto No. 37
Padangpanjang, Kalimantan Utara 88290",+62 (728) 680-0603,UD Smith Tbk,perempuan,S1,Retired,2,13000000.0,2023-03-12,14583333.333333334,5500000,3450000,25,2,Tidak tertagih,366,0,4500000,0.0,19000000,11500000,16000000,10000000,11500000,18500000,19000000,13000000,12000000,12500000,16500000,15500000,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,DPK,88290,5,18,"Jawa Timur, 14-04-1986",37,Pegawai Negeri,Cerai hidup
4387,Karen Dixon,9991360194197936,"Gang Cihampelas No. 447
Sorong, GO 90128",+62-063-634-3028,UD Caldwell Scott (Persero) Tbk,perempuan,SMA,Part-time,0,4700000.0,2023-08-01,4208333.333333333,3000000,2900000,104,7,Tidak tertagih,98,2,7500000,8416666.666666666,1500000,7500000,4500000,500000,3000000,5500000,7500000,5500000,9500000,2500000,1500000,1500000,0,6,19,17,0,20,4,0,0,0,25,13,0,0,1,2,0,1,0,0,0,0,1,0,Kurang lancar,90128,11,19,"Nusa Tenggara Timur, 09-09-1979",44,Profesional,Menikah
4388,Terrance Patel,8746363959085219,"Jl. Pasteur No. 4
Subulussalam, BB 80312",+62 (139) 244-1160,PT Chan Archer (Persero) Tbk,perempuan,D2,Full-time,4,17500000.0,2023-08-17,18375000.0,7000000,4300000,115,7,Tidak tertagih,298,4,6000000,73500000.0,27500000,7500000,24500000,19500000,28500000,23500000,18500000,8000000,7000000,16000000,18500000,21500000,0,4,0,0,18,10,0,16,25,22,20,0,0,0,0,0,1,0,0,1,2,3,4,0,Kurang lancar,80312,12,18,"Jawa Barat, 16-04-1987",36,Pegawai Swasta,Cerai mati
4389,Miss Courtney Hunt,3614853341421130,"Jalan Pasir Koja No. 8
Tasikmalaya, Papua 17017",+62 (070) 927 0778,Perum Stephenson Robinson,perempuan,SMA,Contract,3,12700000.0,2023-01-02,13083333.333333334,7500000,5650000,28,3,Tertagih,255,1,9000000,13083333.333333334,14000000,13500000,11500000,13000000,13500000,17000000,10000000,15000000,12500000,11500000,12000000,13500000,0,21,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DPK,17017,2,20,"Banten, 11-07-1980",43,Pegawai Negeri,Cerai mati
4390,Clinton Richards,4736460432246622,"Jalan Kebonjati No. 38
Sabang, JB 88325",+62 (87) 728 8396,PT Stephens,perempuan,D1,Retired,5,10500000.0,2023-07-02,15208333.333333334,11000000,9500000,79,4,Tertagih,314,1,18500000,15208333.333333334,14500000,14000000,12000000,11500000,19500000,14500000,14000000,18500000,15000000,17000000,17000000,15000000,0,0,25,0,0,0,0,0,14,0,11,29,0,0,1,0,0,0,0,0,0,0,0,1,DPK,88325,13,15,"Riau, 20-06-1963",60,Buruh,Belum menikah
4391,Maurice Hopkins,6299420154405712,"Jl. Pelajar Pejuang No. 78
Sorong, ST 99703",+62-066-032-6578,CV Sanchez Ball (Persero) Tbk,laki-laki,D1,Contract,0,10500000.0,2023-09-17,15875000.0,12500000,9150000,19,2,Tertagih,380,0,4000000,0.0,18000000,11000000,12000000,14500000,18000000,19000000,18500000,11000000,11000000,19000000,19000000,19500000,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,DPK,99703,6,15,"Kalimantan Timur, 08-04-1971",52,Profesional,Belum menikah
4392,Michael Meyers,7758257074966077,"Jalan Dr. Djunjunan No. 121
Kota Administrasi Jakarta Timur, Sumatera Utara 96160",+62 (085) 320 4117,Perum Jones Fields,laki-laki,D3,Full-time,3,25500000.0,2023-06-03,35666666.666666664,38500000,32850000,25,2,Tertagih,483,1,8000000,35666666.666666664,39000000,38000000,38000000,34500000,33000000,33000000,36000000,37000000,37500000,35500000,31500000,35000000,0,20,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,DPK,96160,17,3,"Sumatera Selatan, 07-04-1983",40,Buruh,Menikah
4393,Hannah King,9823507508504390,"Gg. Kendalsari No. 23
Tidore Kepulauan, Sulawesi Tenggara 55762",+62 (06) 621-6633,Perum Hopkins,laki-laki,SMA,Internship,1,4700000.0,2023-04-24,5875000.0,36000000,23300000,142,9,Tidak tertagih,96,2,17000000,11750000.0,8000000,3500000,7500000,3500000,8500000,6000000,7000000,3000000,5000000,9000000,5500000,4000000,0,12,6,15,30,7,0,0,15,6,30,21,0,0,0,1,2,0,0,0,1,0,1,2,Diragukan,55762,11,19,"Sulawesi Utara, 21-05-1986",37,Profesional,Cerai hidup
4394,Jerry Martinez,5443332913927717,"Jl. Medokan Ayu No. 8
Medan, SG 61741",+62 (432) 825 2985,Perum Wilkerson Shaffer Tbk,perempuan,S1,Full-time,4,19000000.0,2023-08-23,12458333.333333334,23000000,16000000,75,3,Tertagih,305,1,7000000,12458333.333333334,9000000,24500000,19500000,3500000,7500000,29000000,3500000,15500000,23000000,5500000,4500000,4500000,30,0,0,19,0,0,0,0,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,DPK,61741,15,11,"Riau, 07-04-2000",23,Pengusaha,Cerai mati
4395,John Murphy,6853133491569421,"Gg. Raya Ujungberung No. 3
Pekalongan, Gorontalo 09483",+62 (37) 291-4749,CV Velasquez Fernandez,perempuan,SMA,Part-time,2,12700000.0,2023-06-17,16125000.0,12000000,9700000,93,8,Tidak tertagih,210,1,11000000,16125000.0,18500000,15000000,17500000,15500000,17000000,18500000,18000000,11000000,15500000,19500000,17000000,10500000,0,12,0,15,6,25,0,14,0,3,8,10,0,0,0,1,0,1,0,0,0,0,0,0,Kurang lancar,09483,7,6,"Sulawesi Barat, 11-03-1990",33,Profesional,Belum menikah
4396,Meredith Collins,6237352511896019,"Gang Ronggowarsito No. 84
Sorong, Sulawesi Utara 19647",+62-25-543-1354,CV Morton Beck,perempuan,D3,Retired,4,15500000.0,2023-01-11,17583333.333333332,10500000,9050000,78,6,Tidak tertagih,165,3,4000000,52750000.0,23000000,20000000,9000000,29500000,19000000,4000000,2500000,24000000,21000000,25000000,24500000,9500000,0,3,3,0,0,8,0,0,21,25,18,0,0,0,0,0,0,0,0,0,1,2,3,0,DPK,19647,20,2,"DI Yogyakarta, 09-02-1972",51,Pengusaha,Menikah
4397,Shane King,3995588486642354,"Jl. Rungkut Industri No. 28
Magelang, MU 04996",+62-080-575-8443,Perum Simon,laki-laki,S2,Retired,2,13000000.0,2023-02-20,13791666.666666666,4500000,3750000,52,2,Tertagih,302,1,4000000,13791666.666666666,10500000,15500000,15500000,18000000,12500000,12500000,11000000,10000000,17000000,12000000,13000000,18000000,0,0,0,27,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DPK,04996,20,19,"Jambi, 11-05-1994",29,Pegawai Negeri,Cerai hidup
4398,Heather Cook,5088012963360606,"Jl. Rawamangun No. 56
Banjarmasin, BE 93746",+62 (793) 893-8446,UD Shaffer (Persero) Tbk,perempuan,SMA,Contract,6,13700000.0,2023-09-20,15708333.333333334,7500000,7250000,23,1,Tidak tertagih,315,1,9500000,15708333.333333334,13000000,13000000,11500000,19500000,15000000,17000000,15500000,10000000,19500000,18000000,17000000,19500000,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,93746,10,15,"Jawa Timur, 06-07-1991",32,Profesional,Cerai mati
4399,David Lee,8136252094714987,"Jl. Suniaraja No. 82
Tegal, Riau 05592",+62 (07) 220-4164,PT Sosa (Persero) Tbk,perempuan,D1,Retired,3,10500000.0,2023-06-29,13958333.333333334,11000000,8300000,16,1,Tertagih,258,1,5500000,13958333.333333334,12500000,19500000,11500000,11500000,16000000,19500000,15000000,10000000,15000000,10000000,13500000,13500000,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,05592,5,5,"Kepulauan Bangka Belitung, 19-10-1998",25,Pengusaha,Cerai hidup
4400,Jose Grimes,5454154652342830,"Jalan Kebonjati No. 7
Tual, Kalimantan Timur 07843",+62 (58) 719-9571,Perum Gutierrez,laki-laki,S2,Contract,2,21000000.0,2023-06-02,20333333.33333333,28500000,14350000,40,3,Tertagih,420,1,4000000,20333333.33333333,27500000,24000000,26000000,17000000,16000000,15500000,17500000,14500000,23500000,21000000,21000000,20500000,0,0,0,2,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,1,0,0,DPK,07843,6,18,"Sumatera Selatan, 02-05-1976",47,Pegawai Negeri,Cerai hidup
4401,Heather Hernandez,9880978092405539,"Jalan Astana Anyar No. 8
Padangpanjang, PB 87610",+62 (901) 070 7005,PT Estes,perempuan,D1,Full-time,3,17500000.0,2023-08-16,13458333.333333334,16000000,15200000,4,2,Tertagih,421,0,8000000,0.0,5500000,13500000,13500000,6500000,9000000,15500000,14000000,4500000,8500000,24500000,26500000,20000000,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,87610,7,7,"Aceh, 04-01-2000",23,Buruh,Cerai hidup
4402,Jade Allen,9107441665648802,"Gang Lembong No. 129
Semarang, AC 17381",+62 (0558) 410-0752,CV Atkinson Griffin Tbk,laki-laki,SD,Contract,7,5000000.0,2023-05-28,14083333.333333334,18000000,14600000,28,3,Tertagih,457,1,9000000,14083333.333333334,15000000,12500000,10000000,12500000,12500000,13500000,19000000,12000000,16500000,18500000,11000000,16000000,0,0,0,5,0,19,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,17381,1,15,"Sumatera Barat, 23-05-1999",24,Pengusaha,Cerai mati
4403,Colleen Santana,5326921743130936,"Gg. Sukajadi No. 7
Palopo, SU 33010",+62 (271) 064 9207,Perum Copeland Tbk,laki-laki,D1,Retired,4,10500000.0,2023-07-11,14916666.666666666,4000000,3800000,106,7,Tidak tertagih,204,2,9000000,29833333.33333333,15000000,16000000,16500000,13000000,16000000,10500000,19000000,19000000,14500000,17500000,12000000,10000000,25,0,2,6,0,18,0,0,27,20,8,0,1,0,0,0,0,1,0,0,1,2,0,0,Kurang lancar,33010,17,9,"Sumatera Barat, 03-08-1987",36,Profesional,Cerai mati
